
CCTV频道,#genre#
绵阳北川综合,http://bcpull.bcrongmei.cn/live/63820f8101941000036a690c00000000.flv?wsSecret=74ff504f1986839890b462ab861209d3&wsTime=2019657600
达州综合,http://tv.drs.dzxw.net/channellive/xwzhpd-dz1.flv
达州文化生活,http://tv.drs.dzxw.net/channellive/ggpd-dz2.flv
达州通川,http://tv.drs.dzxw.net/channellive/tcpd-dz3.flv
渠县新闻综合,http://183.222.248.153:81/hls/cfp2p8m3.m3u8
广安公共,http://live1.gatv.com.cn:85/live/GGPD_ggpdzm.m3u8
剑阁综合频道,https://m3u8.channel.dzsm.com/nmip-media/channellive/channel105549/playlist.m3u8
金川新闻综合,http://live.jinchuanrmt.com:90/live/zhxw.m3u8
乐至综合,http://175.155.106.72:89/live1/live1.m3u8
攀枝花新闻综合,http://zb.pzhgd.com:9095/live/xwzh.m3u8
松潘新闻综合,http://live.spccmc.com:90/live/spxwzh.m3u8
汶川新闻综合,http://live.iwcmt.cn:90/live/zhxw.m3u8
营山电视台,http://file.ysxtv.cn/cms/videos/nmip-media/channellive/channel4/playlist.m3u8
绵阳梓潼综合,http://ztpull.ztrmfb.cn/live/b98e28f7019310006d65e1b500000000/playlist.m3u8?wsSecret=3f2fe004036db44ed21947b739da34de&wsTime=2019657600
绵阳梓潼综合,http://ztpull.ztrmfb.cn/live/b98e28f7019310006d65e1b500000000.flv?wsSecret=f98c5ffc471a700140d815bfafd641d9&wsTime=2019657600
阿坝新闻综合,http://apppull.aba-news.com.cn/live/be5325350190100009f6751d00000000/playlist.m3u8?wsSecret=35d0fb48b07a2c3c051b8c050e1ef7d9&wsTime=2019657600
阿坝新闻综合,http://apppull.aba-news.com.cn/live/be5325350190100009f6751d00000000.flv?wsSecret=ddd23d18b26744116ef3e201de2c9683&wsTime=2019657600
阿坝藏语综合,http://apppull.aba-news.com.cn/live/be57fb5401901000b611a82100000000/playlist.m3u8?wsSecret=5d932b106deb38dfdd65bf463a0278f7&wsTime=2019657600
阿坝藏语综合,http://apppull.aba-news.com.cn/live/be57fb5401901000b611a82100000000.flv?wsSecret=23cc6d3b9c6c1c4b1bbb3f2fe23107bc&wsTime=2019657600
阿坝若尔盖综合,http://regpull.regrmt.cn/live/fba4bdf0019310007748ce6c00000000/playlist.m3u8?wsSecret=c48a78f1f3c14458a9867a8067c8bb5b&wsTime=2019657600
阿坝若尔盖综合,http://regpull.regrmt.cn/live/fba4bdf0019310007748ce6c00000000.flv?wsSecret=9c12ac7fa0a7188dfa3f1d6ea7c1aa26&wsTime=2019657600
内江东兴新闻,http://dxpull.njdxrm.cn/live/93f6de420192100084d4e49300000000/playlist.m3u8?wsSecret=5af4267b22744b16a7d4bb75fed6b7e7&wsTime=2019657600
内江东兴新闻,http://dxpull.njdxrm.cn/live/93f6de420192100084d4e49300000000.flv?wsSecret=4a199390aad9a30e0a100f4d147051f9&wsTime=2019657600
内江资中综合,http://zzpull.zzrmtzx.cn/live/75c3758a0193100092e8cea100000000/playlist.m3u8?wsSecret=e40ab1fec464e16bb966fa960cc9ff30&wsTime=2019657600
内江资中综合,http://zzpull.zzrmtzx.cn/live/75c3758a0193100092e8cea100000000.flv?wsSecret=bc7b7fbf1ebd61eb794baf5495cf47ca&wsTime=2019657600
德阳广汉综合,http://dcpull.ghrmt.cn/live/5c2bdb1a018f100098165ffc00000000/playlist.m3u8?wsSecret=0e9e279d000d65e46c102be4479c95c7&wsTime=2019657600
德阳广汉综合,http://dcpull.ghrmt.cn/live/5c2bdb1a018f100098165ffc00000000.flv?wsSecret=228e0fa3f32e7815a7c647a18109fdb4&wsTime=2019657600
攀钢新闻综合,http://live2.rxip.sc96655.com/live/pgxwzh_2000.m3u8?E=1705228046&U=741795b2-076a-484d-9854-0bd6671db188&A=2&K=10&P=011&S=1cb136df7e1a114f30a35ec5721c5688
攀枝花新闻综合,http://live2.rxip.sc96655.com/live/pzhytH265_4000.m3u8?E=1705228046&U=741795b2-076a-484d-9854-0bd6671db188&A=2&K=10&P=011&S=1cb136df7e1a114f30a35ec5721c5688
凉山新闻综合,http://live2.rxip.sc96655.com/live/lsxwHDH265_4000.m3u8?E=1705228046&U=741795b2-076a-484d-9854-0bd6671db188&A=2&K=10&P=011&S=1cb136df7e1a114f30a35ec5721c5688
凉山彝语综合,http://live2.rxip.sc96655.com/live/yyzh_2000.m3u8?E=1705228046&U=741795b2-076a-484d-9854-0bd6671db188&A=2&K=10&P=011&S=1cb136df7e1a114f30a35ec5721c5688
凉山甘洛综合,http://glpull.glxrmtzx.cn/live/2a1603a1019410001fedc3cd00000000/playlist.m3u8?wsSecret=b31c02126c0367a84b0bd175dc7ea8db&wsTime=2019657600
凉山甘洛综合,http://glpull.glxrmtzx.cn/live/2a1603a1019410001fedc3cd00000000.flv?wsSecret=95f5ce535a0c40975b176653024778e2&wsTime=2019657600
凉山冕宁电视,http://mnpull.sichuanmianning.cn/live/1a5459a9019410003d361ee300000000/playlist.m3u8?wsSecret=aa89dc2d76484ed81b98e1765e972607&wsTime=2019657600
凉山冕宁电视,http://mnpull.sichuanmianning.cn/live/1a5459a9019410003d361ee300000000.flv?wsSecret=b8df352345af392b7a72dd454f97ec38&wsTime=2019657600
广安邻水综合,http://pgpull.lspuge.cn/live/7414eab70192100000f07f6e00000000/playlist.m3u8?wsSecret=c5783264bdce73bb146d16e12f78d120&wsTime=2019657600
广安邻水综合,http://pgpull.lspuge.cn/live/7414eab70192100000f07f6e00000000.flv?wsSecret=efbfa68fbad4d9d5a7e934f1777ca4ec&wsTime=2019657600
广安武胜综合,http://wspull.wsxrmt.com.cn/live/fb899c55019310000893a7cd00000000/playlist.m3u8?wsSecret=49781046550db1e8434768dc478f8b59&wsTime=2019657600
广安武胜综合,http://wspull.wsxrmt.com.cn/live/fb899c55019310000893a7cd00000000.flv?wsSecret=312eb7e98d0f3649eca9b034d3cfa858&wsTime=2019657600
眉山丹棱综合,http://dlpull.2289869471.com/live/08f432a6018f10004816cbcd00000000/playlist.m3u8?wsSecret=d98e7f46e3e9a00831add9054a55cbfd&wsTime=2019657600
眉山丹棱综合,http://dlpull.2289869471.com/live/08f432a6018f10004816cbcd00000000.flv?wsSecret=41bfc16da5f0b820687587fa2bfd121c&wsTime=2019657600
遂宁蓬溪新闻综合,http://pxpull.pengxiyun.cn/live/03c29776018f10002512b07f00000000/playlist.m3u8?wsSecret=4b8511b5e9f31ec0478debd6664c2711&wsTime=2019657600
遂宁蓬溪新闻综合,http://pxpull.pengxiyun.cn/live/03c29776018f10002512b07f00000000.flv?wsSecret=877689e6c85cd2f605fb24acd551c0c1&wsTime=2019657600
南充综合,http://ncrmpull.cnncw.cn/live/8f7b908601931000dd6ee79a00000000/playlist.m3u8?wsSecret=371a8108a7826e6dd8a0d9fe5f90272c&wsTime=2019657600
南充综合,http://ncrmpull.cnncw.cn/live/8f7b908601931000dd6ee79a00000000.flv?wsSecret=9c3982ea83344253ccd7da7457fc9e81&wsTime=2019657600
南充科教生活,http://ncrmpull.cnncw.cn/live/8f7f8d3101931000ffbe3ba700000000/playlist.m3u8?wsSecret=0148edb88bca6b49e86cc6ef96fb3ac3&wsTime=2019657600
南充科教生活,http://ncrmpull.cnncw.cn/live/8f7f8d3101931000ffbe3ba700000000.flv?wsSecret=c67906d06339277193a96d3dba473664&wsTime=2019657600
吉林频道,#genre#
吉林卫视,https://lsfb.avap.jilintv.cn/zqvk7vpj/channel/0533b55e42354f4f802bdec78e26b571/1.m3u8
吉林卫视,http://tvbox6.icu/tv/jlntv.php?id=jlws
吉林都市,https://lsfb.avap.jilintv.cn/zqvk7vpj/channel/7e8474e6daea44ccaa5aa2300191439e/1.m3u8
吉林影视,https://lsfb.avap.jilintv.cn/zqvk7vpj/channel/906341e6f19b4c4bacdc89941eb85d12/1.m3u8
吉林生活,https://lsfb.avap.jilintv.cn/zqvk7vpj/channel/0a76740c72b74fabae611845aa21e06a/1.m3u8
吉林乡村,https://lsfb.avap.jilintv.cn/zqvk7vpj/channel/3ffc4824dce54b92be185555923ce382/1.m3u8
吉林综艺·文化,https://lsfb.avap.jilintv.cn/zqvk7vpj/channel/b3925adaf01e41f287f482f0aea3d233/1.m3u8
长春综合,http://p2bj.vzan.com/slowlive/763922717250086092/live.m3u8
长春综合,http://stream2.jlntv.cn/jlcc/sd/live.m3u8
长春文旅体育,http://p2bj.vzan.com/slowlive/077592635708642635/live.m3u8
长春市民生活,http://p2bj.vzan.com/slowlive/317775187203351257/live.m3u8
长春榆树综合,http://stream11.jlntv.cn/yushuds/sd/live.m3u8
长春双阳综合,http://stream11.jlntv.cn/shuangyang/playlist.m3u8
长春九台区,http://stream10.jlntv.cn/jiutaitv/playlist.m3u8
长春公主岭综合,http://stream5.jlntv.cn/gzl/playlist.m3u8
长春德惠综合,http://stream11.jlntv.cn/dehuitv/playlist.m3u8
长春农安综合,http://tvbox6.icu/tv/jlntv.php?id=ccnazh
吉林市综合,https://living.muzhifm.com/jilinshi/jilin_zonghe_v.m3u8?auth_key=1837821685-0-0-67b43a2f1e9e2ce78746337eea2b2537
吉林市综合,http://stream2.jlntv.cn:80/jilin1/sd/live.m3u8
吉林桦甸综合,http://stream10.jlntv.cn/huadian/playlist.m3u8
吉林舒兰综合,http://stream8.jlntv.cn/shulan/playlist.m3u8
吉林磐石综合,http://stream5.jlntv.cn/ps/playlist.m3u8
吉林永吉综合,http://stream10.jlntv.cn/yongji/playlist.m3u8
通化新闻综合,http://tvbox6.icu/tv/jlntv.php?id=thxwzh
通化集安综合,http://tvbox6.icu/tv/jlntv.php?id=thjazh
通化梅河口综合,http://tvbox6.icu/tv/jlntv.php?id=thmhkzh
通化通化县综合,http://stream5.jlntv.cn/thx/playlist.m3u8
通化辉南综合,http://stream5.jlntv.cn/hn/playlist.m3u8
通化柳河综合,http://stream5.jlntv.cn/lh/playlist.m3u8
白山综合,http://tvbox6.icu/tv/jlntv.php?id=bszh
白山长白新闻综合,http://tvbox6.icu/tv/jlntv.php?id=bscbxwzh
白山江源综合,http://stream10.jlntv.cn/jiangyuantv/playlist.m3u8
白山临江综合,http://stream8.jlntv.cn/linjiang/playlist.m3u8
白山抚松综合,http://stream8.jlntv.cn/fs/playlist.m3u8
白山靖宇综合,http://stream8.jlntv.cn/jytv/playlist.m3u8
长白朝鲜语综合,http://hplayer1.juyun.tv/camera/11344136.m3u8
辽源新闻综合,http://tvbox6.icu/tv/jlntv.php?id=lyxwzh
辽源东丰综合,http://stream5.jlntv.cn/df/playlist.m3u8
辽源东辽综合,http://stream5.jlntv.cn/dl/playlist.m3u8
四平综合,http://tvbox6.icu/tv/jlntv.php?id=spzh
四平双辽综合,http://stream5.jlntv.cn/sl/playlist.m3u8
四平梨树新闻,http://stream6.jlntv.cn/ls/playlist.m3u8
四平伊通综合,http://stream6.jlntv.cn/yt/playlist.m3u8
白城新闻综合,http://tvbox6.icu/tv/jlntv.php?id=bcxwzh
白城洮南综合,http://stream5.jlntv.cn/tn/playlist.m3u8
白城大安新闻综合,http://stream6.jlntv.cn/da/playlist.m3u8
白城镇赉综合,http://stream6.jlntv.cn/zl/playlist.m3u8
白城通榆综合,http://stream6.jlntv.cn/ty/playlist.m3u8
松原综合,http://tvbox6.icu/tv/jlntv.php?id=syzh
松原公共,http://tvbox6.icu/tv/jlntv.php?id=sygg
松原扶余综合,http://stream6.jlntv.cn/fy/playlist.m3u8
松原乾安综合,http://stream6.jlntv.cn/qa/playlist.m3u8
松原前郭综合,http://tvbox6.icu/tv/jlntv.php?id=syqgzh
延边卫视,http://live.ybtvyun.com/video/s10006-d48b8590849c/index.m3u8
延边卫视,https://srs.iyb983.cn/video/CYS/index.m3u8
延边-1,http://live.ybtvyun.com/video/s10016-af95004b6d1a/index.m3u8
延边-2,http://live.ybtvyun.com/video/s10006-3860092d4729/index.m3u8
延边-1,http://live.ybtvyun.com/video/s10006-b571c289a478/index.m3u8
延边汉语综合,http://live.ybtvyun.com/video/s10016-7e5f23de35df/index.m3u8
延边延吉综合,http://stream6.jlntv.cn/yj/playlist.m3u8
延边图们TV1,http://stream6.jlntv.cn/tm/playlist.m3u8
延边敦化一套,http://stream8.jlntv.cn/dhtv/playlist.m3u8
延边珲春电视台,http://stream8.jlntv.cn/hctv/playlist.m3u8
延边龙井综合,http://stream8.jlntv.cn/ljtv/playlist.m3u8
延边汪清综合,http://stream5.jlntv.cn/wq/playlist.m3u8

黑龙江频,#genre#
黑龙江新闻,http://112.99.193.34:9901/tsfile/live/1024_1.m3u8$黑龙江电信
黑龙江影视,http://112.99.193.34:9901/tsfile/live/1020_1.m3u8$黑龙江电信
黑龙江文体,http://112.99.193.34:9901/tsfile/live/1022_1.m3u8$黑龙江电信
黑龙江都市,http://112.99.193.34:9901/tsfile/live/1023_1.m3u8$黑龙江电信
黑龙江少儿,http://112.99.193.34:9901/tsfile/live/1026_1.m3u8$黑龙江电信
黑龙江新闻,http://218.8.87.96:4000/udp/229.58.190.16:5000$黑龙江联通
黑龙江影视,http://218.8.87.96:4000/udp/229.58.190.14:5000$黑龙江联通
黑龙江文体,http://218.8.87.96:4000/udp/229.58.190.30:5000$黑龙江联通
黑龙江少儿,http://218.8.87.96:4000/udp/229.58.190.39:5000$黑龙江联通
黑龙江农业,http://218.8.87.96:4000/udp/229.58.190.7:5000$黑龙江联通
黑龙江都市,http://218.8.87.96:4000/udp/229.58.190.34:5000$黑龙江联通
黑龙江新闻,http://111.43.126.240:9003/hls/10/index.m3u8$黑龙江移动
黑龙江都市,http://111.43.126.240:9003/hls/9/index.m3u8$黑龙江移动
黑龙江影视,http://111.43.126.240:9003/hls/7/index.m3u8$黑龙江移动
黑龙江公共,http://111.43.126.240:9003/hls/11/index.m3u8$黑龙江移动
黑龙江少儿,http://111.43.126.240:9003/hls/12/index.m3u8$黑龙江移动
哈尔滨新闻,http://111.43.126.240:9003/hls/1/index.m3u8$黑龙江移动
哈尔滨影视,http://111.43.126.240:9003/hls/5/index.m3u8$黑龙江移动
哈尔滨生活,http://111.43.126.240:9003/hls/3/index.m3u8$黑龙江移动
黑龙江新闻,https://idclive.hljtv.com:4430/live/hljxw_hd.m3u8$内置解码线路
黑龙江文体,https://idclive.hljtv.com:4430/live/hljwy_hd.m3u8$内置解码线路
黑龙江都市,https://idclive.hljtv.com:4430/live/dushi_hd.m3u8$内置解码线路
黑龙江农业,https://idclive.hljtv.com:4430/live/hljgg_hd.m3u8$内置解码线路
山东山西,#genre#
山东教育卫视,http://test1.live.sdetv.com.cn/live/dianshizhibo/playlist.m3u8
山东新闻,http://58.58.111.222:808/hls/63/index.m3u8?key=txiptv$山东电信
山东少儿,http://58.58.111.222:808/hls/65/index.m3u8?key=txiptv$山东电信
山东卫视,http://58.58.111.222:808/hls/57/index.m3u8?key=txiptv$山东电信
山东齐鲁,http://58.58.111.222:808/hls/58/index.m3u8?key=txiptv$山东电信
山东综艺,http://58.58.111.222:808/hls/61/index.m3u8?key=txiptv$山东电信
山东生活,http://58.58.111.222:808/hls/60/index.m3u8?key=txiptv$山东电信
山东农科,http://58.58.111.222:808/hls/64/index.m3u8?key=txiptv$山东电信
山东教育,http://58.58.111.222:808/hls/67/index.m3u8?key=txiptv$山东电信
山东体育,http://58.58.111.222:808/hls/62/index.m3u8?key=txiptv$山东电信
教育卫视,http://58.58.111.222:808/hls/67/index.m3u8?0$山东电信
青州综合,http://sdqz.chinashadt.com:2036/live/stream:1.stream/playlist.m3u8
青州文化旅游,http://sdqz.chinashadt.com:2036/live/stream:3.stream/playlist.m3u8
烟台公共,http://live.yantaitv.cn/live/e50f104a4ffe4a41b2217cbda534146f/d86092e69df94668b33390278b061700-1.m3u8?shandd
山西影视,https://livehhhttps.sxrtv.com/lsdream/Md571Kv/800/07idm47.m3u8
山西黄河,https://livehhhttps.sxrtv.com/lsdream/lce1mC4/800/p2thc41.m3u8
山西经济与科技,https://livehhhttps.sxrtv.com/lsdream/4j01KWX/800/h71dj40.m3u8
山西社会与法治,https://livehhhttps.sxrtv.com/lsdream/p4y5do9/500/52dis45.m3u8
山西文体生活,https://livehhhttps.sxrtv.com/lsdream/Y00Xezi/800/949g04X.m3u8
太原新闻,https://tytv-hls.sxtygdy.com/49VAfrw/500/u5oe94A.m3u8
山西影视,http://123.174.106.183:8888/udp/239.1.1.4:8004$山西电信
山西社会与法治,http://123.174.106.183:8888/udp/239.1.1.5:8005$山西电信
山西文体生活,http://123.174.106.183:8888/udp/239.1.1.6:8006$山西电信
山西黄河,http://123.174.106.183:8888/udp/239.1.1.2:8002$山西电信
山西经济与科技,http://123.174.106.183:8888/udp/239.1.1.3:8003$山西电信
黎城综合频道,http://111.53.96.67:8081/live/1/index.m3u8
怀仁电视,http://1yp7hc5p.live.sxmty.com/live/hls/bff8529922344209985b6e49baa9555a/efa2543628fc4a7ea93d3d6c975f77dc.m3u8
宁武综合,https://fvsln5ps.live.sxmty.com/live/hls/7922d2cdc4734bb3921826418cfa992d/cd7756e2135a48758e73017d502d8ec1-1.m3u8
武乡融媒体,http://uzoiczhh.live.sxmty.com/live/hls/0d41f1480c4042d49927858f01fde707/53130407737b417b9a6259b57246bae3.m3u8
陕西频道,#genre#
陕西卫视,http://112.46.105.20:8009/hls/17/index.m3u8$陕西移动
陕西一套,http://112.46.105.20:8009/hls/18/index.m3u8$陕西移动#
陕西二套,http://112.46.105.20:8009/hls/19/index.m3u8$陕西移动#
陕西三套,http://112.46.105.20:8009/hls/20/index.m3u8$陕西移动#
陕西四套,http://112.46.105.20:8009/hls/21/index.m3u8$陕西移动
陕西五套,http://112.46.105.20:8009/hls/22/index.m3u8$陕西移动#
陕西六套,http://112.46.105.20:8009/hls/23/index.m3u8$陕西移动
陕西七套,http://112.46.105.20:8009/hls/24/index.m3u8$陕西移动#
陕西八套,http://112.46.105.20:8009/hls/62/index.m3u8$陕西移动#
精彩三秦,http://112.46.105.20:8009/hls/26/index.m3u8$陕西移动
农林卫视,http://112.46.105.20:8009/hls/27/index.m3u8$陕西移动#
西安一套,http://112.46.105.20:8009/hls/28/index.m3u8$陕西移动#
西安二套,http://112.46.105.20:8009/hls/29/index.m3u8$陕西移动
陕西卫视,http://219.145.93.74:10000/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0$陕西电信酒店
陕西二套,http://219.145.93.74:10000/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0$陕西电信酒店
西安新闻综合,http://xatv-yt.xiancity.cn/live/1/index.m3u8
西安都市,http://xatv-yt.xiancity.cn/live/2/index.m3u8
西安商务资讯,http://xatv-yt.xiancity.cn/live/3/index.m3u8
西安戏剧影视,http://xatv-yt.xiancity.cn/live/4/index.m3u8
西安丝路频道,http://xatv-yt.xiancity.cn/live/5/index.m3u8
西安移动电视,http://xatv-yt.xiancity.cn/live/7/index.m3u8
榆林综合,http://hplayer1.juyun.tv/camera/140908134.m3u8
榆林文化旅游,http://hplayer1.juyun.tv/camera/140909190.m3u8
商洛综合,http://player4.juyun.tv/camera/171844138.m3u8
商洛公共,http://player4.juyun.tv/camera/167348174.m3u8
陕西卫视,http://112.46.85.60:8009/hls/17/index.m3u8
陕西一套,http://112.46.85.60:8009/hls/18/index.m3u8
陕西二套,http://112.46.85.60:8009/hls/19/index.m3u8
陕西三套,http://112.46.85.60:8009/hls/20/index.m3u8
陕西四套,http://112.46.85.60:8009/hls/21/index.m3u8
陕西五套,http://112.46.85.60:8009/hls/22/index.m3u8
陕西六套,http://112.46.85.60:8009/hls/23/index.m3u8
陕西七套,http://112.46.85.60:8009/hls/24/index.m3u8
陕西八套,http://112.46.85.60:8009/hls/62/index.m3u8
精彩三秦,http://112.46.85.60:8009/hls/26/index.m3u8
农林卫视,http://112.46.85.60:8009/hls/27/index.m3u8
西安一套,http://112.46.85.60:8009/hls/28/index.m3u8
西安二套,http://112.46.85.60:8009/hls/29/index.m3u8
延安综合,http://live.cloud.yanews.cn/video/s10001-YATV-1/index.m3u8
延安公共,http://live.cloud.yanews.cn/video/s10001-YATV-2/index.m3u8
保山一套,http://liveynbsdst.chinamcache.com/live/zb01.m3u8
保山二套,http://liveynbsdst.chinamcache.com/live/zb02.m3u8
陕西卫视,http://124.116.183.146:9901/tsfile/live/0136_1.m3u8
陕西一套,http://124.116.183.146:9901/tsfile/live/1000_1.m3u8
陕西二套,http://124.116.183.146:9901/tsfile/live/1001_1.m3u8
陕西三套,http://124.116.183.146:9901/tsfile/live/1002_1.m3u8
陕西四套,http://124.116.183.146:9901/tsfile/live/1003_1.m3u8
农林卫视,http://124.116.183.146:9901/tsfile/live/1004_1.m3u8
安康1,rtmp://pili-live-rtmp.akrt.cn/akapptv/zhpdhd?sign=7555368c5eefecbef6b2f8fe18b9d798&t=67cadb96
安康2,rtmp://pili-live-rtmp.akrt.cn/akapptv/ggpdhd?sign=dd39ce413172524ec4b75f011676bf8e&t=67cadb96
安康3,rtmp://pili-live-rtmp.akrt.cn/akapptv/jypdhd?sign=e188ec1947aea13ed2ed8d08053ffc11&t=67cadb96
湖北频道,#genre#
湖北经视,rtsp://111.48.34.138:1554/170000004112/10000100000000050000000002444588$武汉移动
湖北生活,rtsp://111.48.34.138:1554/170000004112/99180001000000050000000000000517$武汉移动
湖北影视,rtsp://111.48.34.138:1554/170000004112/99180001000000050000000000000518$武汉移动
湖北教育,rtsp://111.48.34.138:1554/170000004112/99180001000000050000000000000519$武汉移动
湖北公共,rtsp://111.48.34.138:1554/170000004112/10000100000000050000000002444582$武汉移动
湖北综合,rtsp://111.48.34.138:1554/170000004112/10000100000000050000000002444593$武汉移动
湖北垄上,rtsp://111.48.34.138:1554/170000004112/10000100000000050000000002444600$武汉移动
湖北垄上,http://59.173.122.222:8686/rtp/239.69.1.43:9898$武汉电信
湖北公共,http://59.173.122.222:8686/rtp/239.69.1.40:9880$武汉电信
湖北经视,http://59.173.122.222:8686/rtp/239.69.1.41:9886$武汉电信
湖北综合,http://59.173.122.222:8686/rtp/239.69.1.42:9892$武汉电信
湖北影视,http://59.173.122.222:8686/rtp/239.69.1.204:10866$武汉电信
湖北生活,http://59.173.122.222:8686/rtp/239.69.1.205:10872$武汉电信
湖北教育,http://59.173.122.222:8686/rtp/239.69.1.206:10878$武汉电信
湖北垄上,http://122.189.103.12:8888/udp/228.0.0.127:6108$湖北联通
湖北经视,http://122.189.103.12:8888/udp/228.0.0.125:6108$湖北联通
湖北综合,http://122.189.103.12:8888/udp/228.0.0.126:6108$湖北联通
湖北公共,http://122.189.103.12:8888/udp/228.0.0.124:6108$湖北联通
湖北影视,http://122.189.103.12:8888/udp/228.0.0.205:6108$湖北联通
湖北教育,http://122.189.103.12:8888/udp/228.0.0.206:6108$湖北联通
湖北生活,http://122.189.103.12:8888/udp/228.0.0.204:6108$湖北联通
湖北综合,http://120.202.94.181:9446/tsfile/live/1002_1.m3u8?key=txiptv&playlive=0&authid=0$十堰移动
湖北影视,http://120.202.94.181:9446/tsfile/live/1005_1.m3u8?key=txiptv&playlive=0&authid=0$十堰移动
湖北生活,http://120.202.94.181:9446/tsfile/live/1007_1.m3u8?key=txiptv&playlive=0&authid=0$十堰移动
湖北教育,http://120.202.94.181:9446/tsfile/live/0107_1.m3u8?key=txiptv&playlive=0&authid=0$十堰移动
十堰新闻,https://p8.vzan.com/slowlive/034028687228317362/live.m3u8  
十堰经济,https://p8.vzan.com/slowlive/701367497774448672/live.m3u8
荆门新闻,http://stream.jmtv.com.cn/xwzh/sd/live.m3u8$官网源
荆门科教,http://stream.jmtv.com.cn/ggsh/sd/live.m3u8$官网源

宜昌综合,http://liveplay.ycrmt.cn/sxgd/zhpd.m3u8
宜昌综合,http://yichang-live21.cjyun.org/10091/10091-yczh.m3u8?auth_key=1767196799-ced13be0a8ae11efa7dfa7dfd677b8f3-0-0b356e7cb5a0ad7bf7ff5639bd282010
宜昌旅游生活,http://liveplay.ycrmt.cn/sxgd/lysh.m3u8
长阳综合,http://changyang-live21.cjyun.org/10114/s10114-cy1t.m3u8?auth_key=1767196799-ced13be0a8ae11efa7dfa7dfd677b8f3-0-c16910d50f308ea1150ce2648945a081
当阳电视台,http://dangyang-live21.cjyun.org/10118/s10118-DYZH.m3u8?auth_key=1767196799-ced13be0a8ae11efa7dfa7dfd677b8f3-0-68ad690365557a3ecc64c751a1b02f4a
五峰电视台,http://wufeng-live21.cjyun.org/10112/s10112-wffm.m3u8?auth_key=1767196799-ced13be0a8ae11efa7dfa7dfd677b8f3-0-06846ff2e035fdacd3bed68838375e5f
兴山综合,http://xingshan-live21.cjyun.org/10108/s10108-xingshanTV01.m3u8?auth_key=1767196799-ced13be0a8ae11efa7dfa7dfd677b8f3-0-dafdeaf8f8034a40ebc17a1f8f3a603f
远安电视台,http://yuanan-live21.cjyun.org/10106/s10106-yatv.m3u8?auth_key=1735660799-0-0-fdcac90185009731b8e6f51f180ed7b4
宜都综合,http://yidushi-live21.cjyun.org/10092/s10092-yidushitv01.m3u8?auth_key=1767196799-ced13be0a8ae11efa7dfa7dfd677b8f3-0-db934a5ffe406f70c39553754180d392
秭归新闻综合,http://zigui-live21.cjyun.org/10111/s10111-ZGTV1.m3u8?auth_key=1767196799-ced13be0a8ae11efa7dfa7dfd677b8f3-0-f27821a31e3848f8ad80f2ae93e2f8c3&sid=10111
枝江综合,http://zhijiang-live21.cjyun.org/10120/s10120-zjtv.m3u8?auth_key=1767196799-ced13be0a8ae11efa7dfa7dfd677b8f3-0-16e87303959711040a8b485858a82a78
十堰新闻,http://p8.vzan.com/slowlive/034028687228317362/live.m3u8
十堰经济旅游,http://p8.vzan.com/slowlive/701367497774448672/live.m3u8
房县新闻综合合,http://p2hs.vzan.com/844270/495391109072307857/live.m3u8
江苏频道,#genre#
江苏新闻,https://zhibo-hls.jstv.com/litchi/zhibo-jsgg.m3u8
苏州4k,https://live-auth.51kandianshi.com/szgd/csztv4k_hd.m3u8
苏州新闻综合,https://live-auth.51kandianshi.com/szgd/csztv1.m3u8
苏州社会经济,https://live-auth.51kandianshi.com/szgd/csztv2.m3u8
苏州文化生活,https://live-auth.51kandianshi.com/szgd/csztv3.m3u8
苏州电影娱乐,https://live-auth.51kandianshi.com/szgd/csztv4.m3u8
苏州生活资讯,https://live-auth.51kandianshi.com/szgd/csztv5.m3u8
南京江宁综合,https://jiangning-tv-hls.cm.jstv.com/jiangning-tv/jnxwzh.m3u8
南京溧水新闻综合,https://lishui-tv-hls.cm.jstv.com/lishui-tv/lsxwzh.m3u8
南京栖霞新闻综合,http://pili-live-rtmp.140.i2863.com/i2863-140/live_140_236499.m3u8
南京栖霞新闻综合,http://pili-live-hls.140.i2863.com/i2863-140/live_140_236499.m3u8
南京六合新闻综合,http://p2hs.vzan.com/720020/432453820030502236/live.m3u8
南京六合影视生活,http://p2hs.vzan.com/720020/925821766717429565/live.m3u8
南京六合新闻综合,http://play-hsbj.vzan.com/720020/432453820030502236/live.m3u8
南京六合影视生活,http://play-hsbj.vzan.com/720020/925821766717429565/live.m3u8
无锡新闻,http://stream.thmz.com/wxtv1/playlist.m3u8
无锡娱乐,http://stream.thmz.com/wxtv2/playlist.m3u8
无锡都市,http://stream.thmz.com/wxtv3/playlist.m3u8	
无锡生活,http://stream.thmz.com/wxtv4/playlist.m3u8
无锡经济,http://stream.thmz.com/wxtv5/playlist.m3u8
无锡移动,http://m.m3u8.wifiwx.com/live/wifiwx-494.m3u8	
无锡教育,https://tv.wxjy.com.cn:9001/tvwebstream/tv_channel_1359/index.m3u8
无锡江阴新闻,http://221.228.70.101:8080/live/xinwen.m3u8
无锡宜兴新闻,http://yixing-tv-ori-hls.jstv.com/yixing-tv-ori/yixing_xw.m3u8
无锡宜兴紫砂,http://yixing-tv-ori-hls.jstv.com/yixing-tv-ori/yixing_zs.m3u8
